道具ID,名称,文字描述,品质,图标,图集路径,物品类型,能否叠加,叠加数量,带回城镇,能否被销毁
45357,稀有：优秀臂饰,优秀的臂饰,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45358,稀有：优秀臂饰,优秀的臂饰,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45359,稀有：优秀臂饰,优秀的臂饰,2,ring_emerald5,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45360,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45361,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45362,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45363,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45364,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45365,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45366,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45367,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45368,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45369,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45370,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45371,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45372,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45373,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45374,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45375,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45376,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45377,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45378,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45379,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45380,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45381,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45382,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45383,稀有：优秀披肩,优秀的披肩,2,fashi_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45384,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45385,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45386,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45387,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45388,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45389,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45390,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45391,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45392,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45393,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45394,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45395,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45396,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45397,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45398,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45399,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45400,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45401,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45402,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45403,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45404,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45405,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45406,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45407,稀有：优秀火把,优秀的火把,2,torch_muzhi,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45408,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45409,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45410,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45411,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45412,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45413,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45414,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45415,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45416,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45417,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45418,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45419,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45420,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45421,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45422,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45423,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45424,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45425,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45426,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45427,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45428,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45429,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45430,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45431,稀有：优秀手斧,优秀的手斧,2,tongyong_sword02,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45432,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45433,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45434,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45435,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45436,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45437,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45438,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45439,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45440,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45441,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45442,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45443,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45444,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45445,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45446,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45447,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45448,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45449,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45450,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45451,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45452,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45453,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45454,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45455,稀有：优秀法杖,优秀的法杖,2,fashi_sword04,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45456,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45457,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45458,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45459,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45460,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45461,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45462,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45463,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45464,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45465,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45466,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45467,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45468,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45469,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45470,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45471,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45472,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45473,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45474,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45475,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45476,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45477,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45478,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45479,稀有：优秀短刀,优秀的短刀,2,daozei_sword05,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45480,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45481,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45482,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45483,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45484,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45485,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45486,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45487,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45488,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45489,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45490,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45491,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45492,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45493,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45494,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45495,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45496,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45497,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45498,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45499,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45500,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45501,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45502,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45503,稀有：优秀长剑,优秀的长剑,2,fashi_sword01,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45504,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45505,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45506,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45507,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45508,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45509,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45510,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45511,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45512,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45513,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45514,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45515,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45516,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45517,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45518,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45519,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45520,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45521,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45522,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45523,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45524,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45525,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45526,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45527,稀有：优秀战锤,优秀的战锤,2,fashi_sword03,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45528,稀有：精良板甲,精良的板甲,2,zhanshi_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45529,稀有：精良板甲,精良的板甲,2,zhanshi_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45530,稀有：精良板甲,精良的板甲,2,zhanshi_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45531,稀有：精良板甲,精良的板甲,2,zhanshi_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45532,稀有：精良板甲,精良的板甲,2,zhanshi_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45533,稀有：精良战靴,精良的战靴,2,zhanshi_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45534,稀有：精良战靴,精良的战靴,2,zhanshi_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45535,稀有：精良战靴,精良的战靴,2,zhanshi_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45536,稀有：精良战靴,精良的战靴,2,zhanshi_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45537,稀有：精良战靴,精良的战靴,2,zhanshi_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45538,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45539,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45540,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45541,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45542,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45543,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45544,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45545,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45546,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45547,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45548,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45549,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45550,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45551,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45552,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45553,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45554,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45555,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45556,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45557,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45558,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45559,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45560,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
45561,稀有：精良护符,精良的护符,2,necklace_tooth6,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
